ID	Cancer_type_mapped	Drug_curated	Association	Evidence_mapped
AGAP3--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGAP3--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AGK--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKAP9--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ARMC10--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUL1--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FAM131B--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
GTF2I--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIAA1549--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MKRN1--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PAPSS1--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCBP2--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
SND1--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
TRIM24--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZKSCAN1--BRAF	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CAD--ALK	Non-Small Cell Lung Cancer	tipifarnib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CAD--ALK	Non-Small Cell Lung Cancer	azathioprine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CAD--ALK	Non-Small Cell Lung Cancer	tipifarnib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CAD--ALK	Non-Small Cell Lung Cancer	azathioprine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CCDC6--RET	Medullary Thyroid Cancer	PMPA(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CCDC6--RET	Medullary Thyroid Cancer	PMPA(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	PMPA(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	PMPA(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	PMPA(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	PMPA(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	quinethazone(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	canertinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	olmutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	EGF816(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	BIBX-1382(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	BMS-599626(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	WHI-P154(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Lung Carcinoid	icotinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	canertinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	olmutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	EGF816(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	BIBX-1382(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	BMS-599626(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	WHI-P154(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EGFR--RAD51	Non-Small Cell Lung Cancer	icotinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERBB4--.	Lung Adenocarcinoma	lomeguatrib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ESRP1--RAF1	Langerhans Cell Histiocytosis	alfacalcidol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	pemirolast(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	pemirolast(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	pemirolast(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	pemirolast(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--.	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1--TACC1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BCR--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CEP110--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CNTRL--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CUX1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ERLIN2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR1OP1--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
